index, Ar.x, Ar.y, Ag.x, Ag.y, InfR.x, InfR.y, InfG.x, InfG.y, Tr.x, Tr.y, Tg.x, Tg.y
0.2301, 0.77353,0.66986, NaN,NaN, 0.48005,-0.03125, 0.51995,0.03125, 0.51288,-0.13157, -0.36373,0.34965
0.2351, 0.75150,0.66200, NaN,NaN, 0.48508,-0.02340, 0.51492,0.02340, 0.51658,-0.12169, -0.37834,0.32453
0.2401, 0.72963,0.65338, NaN,NaN, 0.49009,-0.01555, 0.50991,0.01555, 0.52025,-0.11192, -0.39135,0.29916
0.2451, 0.70795,0.64398, NaN,NaN, 0.49510,-0.00770, 0.50490,0.00770, 0.52389,-0.10224, -0.40277,0.27365
0.2501, 0.68647,0.63380, NaN,NaN, 0.50010,0.00016, 0.49990,-0.00016, 0.52751,-0.09267, -0.41265,0.24806
0.2551, 0.66522,0.62284, NaN,NaN, 0.50510,0.00801, 0.49490,-0.00801, 0.53110,-0.08318, -0.42103,0.22248
0.2601, 0.64425,0.61110, NaN,NaN, 0.51011,0.01586, 0.48989,-0.01586, 0.53469,-0.07379, -0.42795,0.19698
0.2651, 0.62358,0.59859, NaN,NaN, 0.51512,0.02372, 0.48488,-0.02372, 0.53827,-0.06447, -0.43346,0.17163
0.2701, 0.60323,0.58530, NaN,NaN, 0.52015,0.03156, 0.47985,-0.03156, 0.54185,-0.05523, -0.43759,0.14649
0.2751, 0.58324,0.57124, NaN,NaN, 0.52520,0.03941, 0.47480,-0.03941, 0.54543,-0.04607, -0.44041,0.12162
0.2801, 0.56365,0.55641, NaN,NaN, 0.53028,0.04725, 0.46972,-0.04725, 0.54903,-0.03698, -0.44194,0.09708
0.2851, 0.54447,0.54083, NaN,NaN, 0.53538,0.05509, 0.46462,-0.05509, 0.55264,-0.02795, -0.44226,0.07291
0.2901, 0.52575,0.52449, NaN,NaN, 0.54052,0.06291, 0.45948,-0.06291, 0.55628,-0.01899, -0.44140,0.04917
0.2951, 0.50752,0.50741, NaN,NaN, 0.54570,0.07074, 0.45430,-0.07074, 0.55994,-0.01008, -0.43942,0.02590
0.3001, 0.48981,0.48959, NaN,NaN, 0.55093,0.07855, 0.44907,-0.07855, 0.56363,-0.00124, -0.43636,0.00314
0.3051, 0.47264,0.47106, NaN,NaN, 0.55620,0.08635, 0.44380,-0.08635, 0.56736,0.00755, -0.43229,-0.01908
0.3101, 0.45606,0.45181, NaN,NaN, 0.56153,0.09415, 0.43847,-0.09415, 0.57113,0.01629, -0.42724,-0.04073
0.3151, 0.44010,0.43187, NaN,NaN, 0.56692,0.10193, 0.43308,-0.10193, 0.57495,0.02498, -0.42129,-0.06176
0.3201, 0.42479,0.41126, NaN,NaN, 0.57237,0.10969, 0.42763,-0.10969, 0.57881,0.03362, -0.41446,-0.08217
0.3251, 0.41016,0.38998, NaN,NaN, 0.57790,0.11744, 0.42210,-0.11744, 0.58274,0.04222, -0.40682,-0.10193
0.3301, 0.39623,0.36806, NaN,NaN, 0.58349,0.12518, 0.41651,-0.12518, 0.58672,0.05077, -0.39841,-0.12101
0.3351, 0.38306,0.34552, NaN,NaN, 0.58917,0.13289, 0.41083,-0.13289, 0.59078,0.05928, -0.38929,-0.13941
0.3401, 0.37066,0.32238, NaN,NaN, 0.59493,0.14059, 0.40507,-0.14059, 0.59490,0.06775, -0.37950,-0.15710
0.3451, 0.35907,0.29867, NaN,NaN, 0.60079,0.14826, 0.39921,-0.14826, 0.59909,0.07618, -0.36908,-0.17409
0.3501, 0.34831,0.27441, NaN,NaN, 0.60673,0.15590, 0.39327,-0.15590, 0.60337,0.08457, -0.35810,-0.19035
0.3551, 0.33842,0.24963, NaN,NaN, 0.61278,0.16352, 0.38722,-0.16352, 0.60774,0.09292, -0.34658,-0.20589
0.3601, 0.32943,0.22436, NaN,NaN, 0.61894,0.17111, 0.38106,-0.17111, 0.61219,0.10123, -0.33457,-0.22069
0.3651, 0.32136,0.19863, NaN,NaN, 0.62520,0.17867, 0.37480,-0.17867, 0.61674,0.10951, -0.32213,-0.23477
0.3701, 0.31425,0.17246, NaN,NaN, 0.63158,0.18619, 0.36842,-0.18619, 0.62139,0.11775, -0.30928,-0.24811
0.3751, 0.30811,0.14591, NaN,NaN, 0.63808,0.19367, 0.36192,-0.19367, 0.62614,0.12596, -0.29607,-0.26073
0.3801, 0.30298,0.11899, NaN,NaN, 0.64471,0.20111, 0.35529,-0.20111, 0.63101,0.13413, -0.28253,-0.27262
0.3851, 0.29887,0.09175, NaN,NaN, 0.65146,0.20850, 0.34854,-0.20850, 0.63599,0.14226, -0.26871,-0.28379
0.3901, 0.29582,0.06422, NaN,NaN, 0.65836,0.21584, 0.34164,-0.21584, 0.64109,0.15035, -0.25464,-0.29425
0.3951, 0.29383,0.03645, NaN,NaN, 0.66539,0.22313, 0.33461,-0.22313, 0.64631,0.15840, -0.24036,-0.30400
0.4001, 0.29294,0.00848, NaN,NaN, 0.67257,0.23037, 0.32743,-0.23037, 0.65167,0.16642, -0.22589,-0.31306
0.4051, 0.29317,-0.01965, NaN,NaN, 0.67990,0.23754, 0.32010,-0.23754, 0.65716,0.17439, -0.21126,-0.32143
0.4101, 0.29452,-0.04790, NaN,NaN, 0.68739,0.24464, 0.31261,-0.24464, 0.66280,0.18232, -0.19652,-0.32913
0.4151, 0.29701,-0.07622, NaN,NaN, 0.69504,0.25167, 0.30496,-0.25167, 0.66858,0.19020, -0.18168,-0.33617
0.4201, 0.30067,-0.10456, NaN,NaN, 0.70285,0.25862, 0.29715,-0.25862, 0.67451,0.19804, -0.16677,-0.34257
0.4251, 0.30549,-0.13287, NaN,NaN, 0.71083,0.26549, 0.28917,-0.26549, 0.68060,0.20582, -0.15182,-0.34833
0.4301, 0.31149,-0.16111, NaN,NaN, 0.71899,0.27227, 0.28101,-0.27227, 0.68685,0.21355, -0.13685,-0.35347
0.4351, 0.31868,-0.18922, NaN,NaN, 0.72732,0.27896, 0.27268,-0.27896, 0.69327,0.22123, -0.12189,-0.35800
0.4401, 0.32706,-0.21716, NaN,NaN, 0.73584,0.28554, 0.26416,-0.28554, 0.69987,0.22884, -0.10695,-0.36195
0.4451, 0.33664,-0.24486, NaN,NaN, 0.74455,0.29201, 0.25545,-0.29201, 0.70664,0.23639, -0.09206,-0.36533
0.4501, 0.34742,-0.27228, NaN,NaN, 0.75345,0.29837, 0.24655,-0.29837, 0.71360,0.24388, -0.07723,-0.36815
0.4551, 0.35939,-0.29936, NaN,NaN, 0.76255,0.30460, 0.23745,-0.30460, 0.72075,0.25129, -0.06249,-0.37043
0.4601, 0.37255,-0.32605, NaN,NaN, 0.77184,0.31070, 0.22816,-0.31070, 0.72810,0.25862, -0.04784,-0.37219
0.4651, 0.38690,-0.35229, NaN,NaN, 0.78134,0.31666, 0.21866,-0.31666, 0.73564,0.26587, -0.03330,-0.37344
0.4701, 0.40243,-0.37803, NaN,NaN, 0.79105,0.32247, 0.20895,-0.32247, 0.74340,0.27303, -0.01889,-0.37421
0.4751, 0.41912,-0.40320, NaN,NaN, 0.80096,0.32812, 0.19904,-0.32812, 0.75136,0.28009, -0.00462,-0.37450
0.4801, 0.43696,-0.42776, NaN,NaN, 0.81109,0.33360, 0.18891,-0.33360, 0.75955,0.28705, 0.00950,-0.37434
0.4851, 0.45593,-0.45165, NaN,NaN, 0.82143,0.33891, 0.17857,-0.33891, 0.76795,0.29391, 0.02347,-0.37373
0.4901, 0.47601,-0.47480, NaN,NaN, 0.83200,0.34402, 0.16800,-0.34402, 0.77658,0.30064, 0.03726,-0.37271
0.4951, 0.49719,-0.49717, NaN,NaN, 0.84277,0.34894, 0.15723,-0.34894, 0.78545,0.30725, 0.05088,-0.37128
0.5001, 0.51943,-0.51870, NaN,NaN, 0.85378,0.35365, 0.14622,-0.35365, 0.79455,0.31373, 0.06431,-0.36946
0.5051, 0.54270,-0.53933, NaN,NaN, 0.86500,0.35813, 0.13500,-0.35813, 0.80390,0.32006, 0.07755,-0.36726
0.5101, 0.56698,-0.55901, NaN,NaN, 0.87644,0.36238, 0.12356,-0.36238, 0.81349,0.32624, 0.09059,-0.36471
0.5151, 0.59222,-0.57768, NaN,NaN, 0.88811,0.36638, 0.11189,-0.36638, 0.82333,0.33226, 0.10343,-0.36182
0.5201, 0.61840,-0.59530, NaN,NaN, 0.90001,0.37012, 0.09999,-0.37012, 0.83343,0.33811, 0.11607,-0.35859
0.5251, 0.64546,-0.61180, NaN,NaN, 0.91212,0.37359, 0.08788,-0.37359, 0.84379,0.34377, 0.12849,-0.35506
0.5301, 0.67337,-0.62715, NaN,NaN, 0.92446,0.37677, 0.07554,-0.37677, 0.85440,0.34923, 0.14071,-0.35123
0.5351, 0.70209,-0.64129, NaN,NaN, 0.93701,0.37965, 0.06299,-0.37965, 0.86529,0.35448, 0.15271,-0.34711
0.5401, 0.73154,-0.65416, NaN,NaN, 0.94978,0.38222, 0.05022,-0.38222, 0.87644,0.35951, 0.16449,-0.34272
0.5451, 0.76170,-0.66574, NaN,NaN, 0.96277,0.38445, 0.03723,-0.38445, 0.88786,0.36431, 0.17606,-0.33808
0.5501, 0.79250,-0.67598, NaN,NaN, 0.97596,0.38634, 0.02404,-0.38634, 0.89955,0.36885, 0.18742,-0.33319
0.5551, 0.82388,-0.68482, NaN,NaN, 0.98936,0.38787, 0.01064,-0.38787, 0.91152,0.37313, 0.19856,-0.32807
0.5601, 0.85578,-0.69224, NaN,NaN, 1.00296,0.38902, -0.00296,-0.38902, 0.92376,0.37713, 0.20948,-0.32273
0.5651, 0.88814,-0.69820, NaN,NaN, 1.01676,0.38977, -0.01676,-0.38977, 0.93627,0.38083, 0.22019,-0.31719
0.5701, 0.92090,-0.70267, NaN,NaN, 1.03074,0.39012, -0.03074,-0.39012, 0.94906,0.38422, 0.23069,-0.31145
0.5751, 0.95397,-0.70561, NaN,NaN, 1.04490,0.39004, -0.04490,-0.39004, 0.96212,0.38727, 0.24098,-0.30552
0.5801, 0.98730,-0.70699, NaN,NaN, 1.05923,0.38951, -0.05923,-0.38951, 0.97545,0.38998, 0.25106,-0.29942
0.5851, 1.02081,-0.70680, NaN,NaN, 1.07372,0.38853, -0.07372,-0.38853, 0.98905,0.39231, 0.26094,-0.29315
0.5901, 1.05442,-0.70501, NaN,NaN, 1.08835,0.38706, -0.08835,-0.38706, 1.00291,0.39426, 0.27062,-0.28673
0.5951, 1.08806,-0.70160, NaN,NaN, 1.10313,0.38510, -0.10313,-0.38510, 1.01703,0.39580, 0.28010,-0.28017
0.6001, 1.12165,-0.69656, NaN,NaN, 1.11803,0.38263, -0.11803,-0.38263, 1.03141,0.39691, 0.28938,-0.27346
0.6051, 1.15510,-0.68989, NaN,NaN, 1.13304,0.37962, -0.13304,-0.37962, 1.04603,0.39757, 0.29848,-0.26663
0.6101, 1.18834,-0.68156, NaN,NaN, 1.14814,0.37607, -0.14814,-0.37607, 1.06089,0.39777, 0.30739,-0.25968
0.6151, 1.22128,-0.67159, NaN,NaN, 1.16331,0.37195, -0.16331,-0.37195, 1.07598,0.39747, 0.31612,-0.25262
0.6201, 1.25384,-0.65997, NaN,NaN, 1.17855,0.36724, -0.17855,-0.36724, 1.09129,0.39665, 0.32467,-0.24546
0.6251, 1.28593,-0.64672, NaN,NaN, 1.19383,0.36194, -0.19383,-0.36194, 1.10680,0.39529, 0.33305,-0.23820
0.6301, 1.31747,-0.63183, NaN,NaN, 1.20912,0.35601, -0.20912,-0.35601, 1.12251,0.39338, 0.34127,-0.23085
0.6351, 1.34836,-0.61534, NaN,NaN, 1.22441,0.34946, -0.22441,-0.34946, 1.13840,0.39087, 0.34932,-0.22341
0.6401, 1.37853,-0.59725, NaN,NaN, 1.23966,0.34225, -0.23966,-0.34225, 1.15445,0.38776, 0.35721,-0.21590
0.6451, 1.40789,-0.57760, NaN,NaN, 1.25487,0.33438, -0.25487,-0.33438, 1.17065,0.38402, 0.36496,-0.20832
0.6501, 1.43635,-0.55642, NaN,NaN, 1.26999,0.32582, -0.26999,-0.32582, 1.18697,0.37962, 0.37256,-0.20067
0.6551, 1.46382,-0.53373, NaN,NaN, 1.28501,0.31658, -0.28501,-0.31658, 1.20339,0.37454, 0.38001,-0.19296
0.6601, 1.49023,-0.50959, NaN,NaN, 1.29988,0.30662, -0.29988,-0.30662, 1.21989,0.36875, 0.38733,-0.18520
0.6651, 1.51548,-0.48402, NaN,NaN, 1.31459,0.29594, -0.31459,-0.29594, 1.23644,0.36224, 0.39453,-0.17738
0.6701, 1.53950,-0.45709, NaN,NaN, 1.32908,0.28454, -0.32908,-0.28454, 1.25301,0.35497, 0.40160,-0.16952
0.6751, 1.56221,-0.42885, NaN,NaN, 1.34334,0.27239, -0.34334,-0.27239, 1.26958,0.34693, 0.40855,-0.16162
0.6801, 1.58353,-0.39936, NaN,NaN, 1.35733,0.25949, -0.35733,-0.25949, 1.28611,0.33809, 0.41539,-0.15368
0.6851, 1.60338,-0.36868, NaN,NaN, 1.37100,0.24583, -0.37100,-0.24583, 1.30257,0.32843, 0.42212,-0.14571
0.6901, 1.62170,-0.33689, NaN,NaN, 1.38431,0.23141, -0.38431,-0.23141, 1.31892,0.31794, 0.42876,-0.13770
0.6951, 1.63840,-0.30405, NaN,NaN, 1.39723,0.21623, -0.39723,-0.21623, 1.33512,0.30658, 0.43530,-0.12967
0.7001, 1.65343,-0.27024, NaN,NaN, 1.40972,0.20027, -0.40972,-0.20027, 1.35113,0.29435, 0.44175,-0.12162
0.7051, 1.66672,-0.23555, NaN,NaN, 1.42172,0.18354, -0.42172,-0.18354, 1.36690,0.28123, 0.44812,-0.11354
0.7101, 1.67822,-0.20006, NaN,NaN, 1.43319,0.16605, -0.43319,-0.16605, 1.38238,0.26719, 0.45441,-0.10545
0.7151, 1.68786,-0.16387, NaN,NaN, 1.44409,0.14779, -0.44409,-0.14779, 1.39754,0.25223, 0.46063,-0.09735
0.7201, 1.69560,-0.12706, NaN,NaN, 1.45436,0.12878, -0.45436,-0.12878, 1.41231,0.23634, 0.46679,-0.08923
0.7251, 1.70139,-0.08975, NaN,NaN, 1.46397,0.10902, -0.46397,-0.10902, 1.42663,0.21950, 0.47288,-0.08110
0.7301, 1.70519,-0.05203, NaN,NaN, 1.47285,0.08852, -0.47285,-0.08852, 1.44046,0.20171, 0.47893,-0.07297
0.7351, 1.70697,-0.01401, NaN,NaN, 1.48096,0.06730, -0.48096,-0.06730, 1.45374,0.18297, 0.48493,-0.06483
0.7401, 1.70669,0.02421, NaN,NaN, 1.48824,0.04538, -0.48824,-0.04538, 1.46639,0.16328, 0.49089,-0.05669
0.7451, 1.70434,0.06251, NaN,NaN, 1.49463,0.02278, -0.49463,-0.02278, 1.47837,0.14263, 0.49681,-0.04855
0.7501, 1.69989,0.10077, NaN,NaN, 1.50010,-0.00047, -0.50010,0.00047, 1.48959,0.12104, 0.50270,-0.04041
0.7551, 1.69333,0.13888, NaN,NaN, 1.50458,-0.02435, -0.50458,0.02435, 1.49999,0.09851, 0.50858,-0.03227
0.7601, 1.68467,0.17673, NaN,NaN, 1.50801,-0.04883, -0.50801,0.04883, 1.50950,0.07506, 0.51443,-0.02415
0.7651, 1.67389,0.21419, NaN,NaN, 1.51035,-0.07387, -0.51035,0.07387, 1.51804,0.05071, 0.52027,-0.01603
0.7701, 1.66101,0.25114, NaN,NaN, 1.51154,-0.09943, -0.51154,0.09943, 1.52555,0.02548, 0.52611,-0.00792
0.7751, 1.64604,0.28746, NaN,NaN, 1.51152,-0.12546, -0.51152,0.12546, 1.53195,-0.00060, 0.53195,0.00018
0.7801, 1.62901,0.32303, NaN,NaN, 1.51024,-0.15192, -0.51024,0.15192, 1.53716,-0.02749, 0.53780,0.00827
0.7851, 1.60994,0.35773, NaN,NaN, 1.50766,-0.17875, -0.50766,0.17875, 1.54110,-0.05516, 0.54366,0.01633
0.7901, 1.58888,0.39143, NaN,NaN, 1.50372,-0.20590, -0.50372,0.20590, 1.54369,-0.08355, 0.54953,0.02438
0.7951, 1.56587,0.42402, NaN,NaN, 1.49836,-0.23330, -0.49836,0.23330, 1.54486,-0.11262, 0.55543,0.03241
0.8001, 1.54096,0.45538, NaN,NaN, 1.49155,-0.26090, -0.49155,0.26090, 1.54453,-0.14231, 0.56137,0.04042
0.8051, 1.51420,0.48538, NaN,NaN, 1.48324,-0.28861, -0.48324,0.28861, 1.54262,-0.17255, 0.56733,0.04840
0.8101, 1.48568,0.51392, NaN,NaN, 1.47339,-0.31636, -0.47339,0.31636, 1.53905,-0.20327, 0.57334,0.05635
0.8151, 1.45545,0.54089, NaN,NaN, 1.46195,-0.34407, -0.46195,0.34407, 1.53376,-0.23438, 0.57940,0.06427
0.8201, 1.42361,0.56617, NaN,NaN, 1.44890,-0.37166, -0.44890,0.37166, 1.52666,-0.26581, 0.58551,0.07217
0.8251, 1.39024,0.58967, NaN,NaN, 1.43419,-0.39904, -0.43419,0.39904, 1.51770,-0.29745, 0.59168,0.08003
0.8301, 1.35544,0.61128, NaN,NaN, 1.41781,-0.42611, -0.41781,0.42611, 1.50680,-0.32920, 0.59791,0.08785
0.8351, 1.31931,0.63091, NaN,NaN, 1.39972,-0.45278, -0.39972,0.45278, 1.49390,-0.36095, 0.60422,0.09563
0.8401, 1.28196,0.64846, NaN,NaN, 1.37992,-0.47893, -0.37992,0.47893, 1.47895,-0.39258, 0.61060,0.10336
0.8451, 1.24350,0.66386, NaN,NaN, 1.35838,-0.50447, -0.35838,0.50447, 1.46190,-0.42396, 0.61706,0.11106
0.8501, 1.20407,0.67702, NaN,NaN, 1.33510,-0.52928, -0.33510,0.52928, 1.44270,-0.45497, 0.62361,0.11870
0.8551, 1.16377,0.68788, NaN,NaN, 1.31008,-0.55325, -0.31008,0.55325, 1.42132,-0.48545, 0.63025,0.12629
0.8601, 1.12276,0.69637, NaN,NaN, 1.28333,-0.57627, -0.28333,0.57627, 1.39772,-0.51525, 0.63700,0.13382
0.8651, 1.08117,0.70243, NaN,NaN, 1.25487,-0.59820, -0.25487,0.59820, 1.37190,-0.54423, 0.64384,0.14129
0.8701, 1.03913,0.70602, NaN,NaN, 1.22470,-0.61893, -0.22470,0.61893, 1.34383,-0.57221, 0.65079,0.14869
0.8751, 0.99681,0.70710, NaN,NaN, 1.19287,-0.63832, -0.19287,0.63832, 1.31352,-0.59903, 0.65786,0.15603
0.8801, 0.95434,0.70563, NaN,NaN, 1.15941,-0.65626, -0.15941,0.65626, 1.28098,-0.62451, 0.66505,0.16329
0.8851, 0.91188,0.70159, NaN,NaN, 1.12436,-0.67262, -0.12436,0.67262, 1.24625,-0.64846, 0.67237,0.17048
0.8901, 0.86960,0.69498, NaN,NaN, 1.08779,-0.68725, -0.08779,0.68725, 1.20935,-0.67071, 0.67981,0.17758
0.8951, 0.82764,0.68578, NaN,NaN, 1.04977,-0.70004, -0.04977,0.70004, 1.17034,-0.69106, 0.68739,0.18459
0.9001, 0.78618,0.67400, NaN,NaN, 1.01036,-0.71085, -0.01036,0.71085, 1.12930,-0.70932, 0.69511,0.19150
0.9051, 0.74536,0.65967, NaN,NaN, 0.96966,-0.71956, 0.03034,0.71956, 1.08630,-0.72529, 0.70297,0.19832
0.9101, 0.70536,0.64280, NaN,NaN, 0.92777,-0.72604, 0.07223,0.72604, 1.04145,-0.73879, 0.71098,0.20503
0.9151, 0.66634,0.62343, NaN,NaN, 0.88479,-0.73016, 0.11521,0.73016, 0.99487,-0.74962, 0.71915,0.21162
0.9201, 0.62845,0.60162, NaN,NaN, 0.84084,-0.73181, 0.15916,0.73181, 0.94669,-0.75758, 0.72747,0.21809
0.9251, 0.59185,0.57742, NaN,NaN, 0.79605,-0.73087, 0.20395,0.73087, 0.89708,-0.76250, 0.73595,0.22443
0.9301, 0.55671,0.55091, NaN,NaN, 0.75057,-0.72723, 0.24943,0.72723, 0.84620,-0.76418, 0.74460,0.23064
0.9351, 0.52318,0.52215, NaN,NaN, 0.70456,-0.72078, 0.29544,0.72078, 0.79426,-0.76246, 0.75342,0.23670
0.9401, 0.49139,0.49124, NaN,NaN, 0.65816,-0.71144, 0.34184,0.71144, 0.74148,-0.75717, 0.76241,0.24261
0.9451, 0.46151,0.45829, NaN,NaN, 0.61157,-0.69911, 0.38843,0.69911, 0.68807,-0.74814, 0.77158,0.24836
0.9501, 0.43367,0.42340, NaN,NaN, 0.56496,-0.68371, 0.43504,0.68371, 0.63431,-0.73525, 0.78092,0.25394
0.9551, 0.40800,0.38670, NaN,NaN, 0.51854,-0.66517, 0.48146,0.66517, 0.58046,-0.71836, 0.79044,0.25934
0.9601, 0.38463,0.34831, NaN,NaN, 0.47250,-0.64344, 0.52750,0.64344, 0.52682,-0.69737, 0.80015,0.26455
0.9651, 0.36368,0.30838, NaN,NaN, 0.42707,-0.61848, 0.57293,0.61848, 0.47370,-0.67219, 0.81004,0.26956
0.9701, 0.34526,0.26704, NaN,NaN, 0.38247,-0.59025, 0.61753,0.59025, 0.42143,-0.64274, 0.82011,0.27435
0.9751, 0.32947,0.22448, NaN,NaN, 0.33893,-0.55874, 0.66107,0.55874, 0.37035,-0.60898, 0.83037,0.27893
